student_id,weakest_sub,weakest_sub_enc,addition_score,addition_ratio,addition_correct,comparing_fractions_score,comparing_fractions_ratio,comparing_fractions_correct,division_score,division_ratio,division_correct,fraction_to_decimal_score,fraction_to_decimal_ratio,fraction_to_decimal_correct,multiplication_score,multiplication_ratio,multiplication_correct,ordering_fractions_score,ordering_fractions_ratio,ordering_fractions_correct,simplifying_fractions_score,simplifying_fractions_ratio,simplifying_fractions_correct,subtraction_score,subtraction_ratio,subtraction_correct
S03796,Simplifying Fractions,6,14,0.7,3,10,0.5,2,12,0.6,2,14,0.7,3,10,0.5,2,8,0.4,1,8,0.4,1,14,0.7,3
S00300,Division,2,16,0.8,4,8,0.4,1,8,0.4,2,14,0.7,3,10,0.5,2,8,0.4,1,14,0.7,3,8,0.4,1
S03404,Multiplication,4,20,1.0,5,14,0.7,3,16,0.8,4,10,0.5,2,10,0.5,1,10,0.5,2,14,0.7,2,18,0.9,4
S02038,Simplifying Fractions,6,18,0.9,4,16,0.8,4,18,0.9,4,16,0.8,4,12,0.6,2,16,0.8,4,8,0.4,2,16,0.8,4
S05260,Multiplication,4,8,0.4,2,14,0.7,3,8,0.4,2,14,0.7,3,0,0.0,0,14,0.7,3,8,0.4,2,8,0.4,2
S01192,Ordering Fractions,5,18,0.9,4,12,0.6,2,18,0.9,4,12,0.6,3,14,0.7,3,6,0.3,1,12,0.6,2,16,0.8,4
S05469,Subtraction,7,12,0.6,3,20,1.0,5,20,1.0,5,12,0.6,3,4,0.2,1,8,0.4,2,8,0.4,2,2,0.1,0
S02023,Ordering Fractions,5,14,0.7,3,6,0.3,1,14,0.7,3,10,0.5,2,16,0.8,4,6,0.3,1,8,0.4,1,18,0.9,4
S03718,Division,2,14,0.7,2,14,0.7,3,4,0.2,0,12,0.6,2,14,0.7,3,10,0.5,2,6,0.3,1,14,0.7,3
S02603,Fraction to Decimal,3,12,0.6,2,6,0.3,1,12,0.6,3,6,0.3,1,16,0.8,3,10,0.5,2,14,0.7,3,6,0.3,1
S01166,Addition,0,4,0.2,0,12,0.6,3,12,0.6,2,4,0.2,1,14,0.7,3,20,1.0,5,14,0.7,3,12,0.6,2
S03288,Fraction to Decimal,3,8,0.4,2,16,0.8,4,20,1.0,5,6,0.3,1,16,0.8,3,12,0.6,2,14,0.7,3,12,0.6,3
S01047,Fraction to Decimal,3,14,0.7,2,18,0.9,4,6,0.3,1,6,0.3,1,12,0.6,3,12,0.6,3,16,0.8,4,20,1.0,5
S06268,Subtraction,7,4,0.2,1,12,0.6,3,16,0.8,4,16,0.8,4,12,0.6,3,16,0.8,4,4,0.2,1,0,0.0,0
S01176,Multiplication,4,12,0.6,2,16,0.8,3,14,0.7,3,12,0.6,3,8,0.4,2,10,0.5,2,8,0.4,2,12,0.6,2
S02646,Addition,0,4,0.2,0,16,0.8,4,18,0.9,4,16,0.8,4,18,0.9,4,12,0.6,2,16,0.8,4,8,0.4,1
S03283,Fraction to Decimal,3,16,0.8,4,12,0.6,3,12,0.6,3,6,0.3,1,10,0.5,1,12,0.6,3,12,0.6,3,8,0.4,2
S05978,Comparing Fractions,1,14,0.7,3,8,0.4,2,12,0.6,3,14,0.7,3,20,1.0,5,12,0.6,3,18,0.9,4,14,0.7,3
S02773,Subtraction,7,12,0.6,2,12,0.6,3,8,0.4,2,10,0.5,2,12,0.6,3,12,0.6,2,12,0.6,3,8,0.4,1
S03378,Fraction to Decimal,3,12,0.6,2,12,0.6,3,12,0.6,2,2,0.1,0,14,0.7,3,16,0.8,4,14,0.7,3,12,0.6,3
S01909,Division,2,14,0.7,3,12,0.6,3,4,0.2,1,10,0.5,2,10,0.5,2,12,0.6,3,12,0.6,2,16,0.8,4
S04776,Comparing Fractions,1,8,0.4,2,6,0.3,1,6,0.3,0,12,0.6,2,8,0.4,1,6,0.3,1,8,0.4,2,8,0.4,1
S05369,Addition,0,0,0.0,0,10,0.5,2,20,1.0,5,16,0.8,4,2,0.1,0,10,0.5,2,0,0.0,0,8,0.4,2
S04245,Fraction to Decimal,3,18,0.9,4,12,0.6,3,12,0.6,2,6,0.3,0,6,0.3,0,8,0.4,0,8,0.4,2,8,0.4,2
S04088,Division,2,10,0.5,2,16,0.8,4,8,0.4,1,12,0.6,3,16,0.8,4,12,0.6,2,12,0.6,3,18,0.9,4
S03164,Multiplication,4,8,0.4,2,16,0.8,3,20,1.0,5,10,0.5,2,4,0.2,1,18,0.9,4,12,0.6,3,16,0.8,4
S05777,Ordering Fractions,5,20,1.0,5,12,0.6,3,16,0.8,4,12,0.6,3,16,0.8,4,4,0.2,1,16,0.8,4,8,0.4,2
S01513,Multiplication,4,6,0.3,0,12,0.6,3,12,0.6,3,8,0.4,1,6,0.3,1,12,0.6,2,12,0.6,3,14,0.7,3
S05131,Simplifying Fractions,6,8,0.4,2,20,1.0,5,8,0.4,2,14,0.7,3,8,0.4,2,20,1.0,5,4,0.2,1,20,1.0,5
S01140,Fraction to Decimal,3,16,0.8,4,14,0.7,3,20,1.0,5,12,0.6,2,20,1.0,5,20,1.0,5,16,0.8,4,12,0.6,3
S00266,Addition,0,0,0.0,0,12,0.6,3,10,0.5,2,2,0.1,0,14,0.7,3,20,1.0,5,6,0.3,1,6,0.3,1
S00399,Comparing Fractions,1,16,0.8,4,8,0.4,1,16,0.8,4,12,0.6,3,12,0.6,3,14,0.7,3,16,0.8,4,14,0.7,3
S04640,Addition,0,2,0.1,0,6,0.3,1,16,0.8,3,14,0.7,3,8,0.4,2,12,0.6,2,6,0.3,1,12,0.6,3
S04344,Simplifying Fractions,6,12,0.6,3,12,0.6,3,4,0.2,0,6,0.3,1,12,0.6,2,6,0.3,1,2,0.1,0,2,0.1,0
S04204,Multiplication,4,16,0.8,4,12,0.6,3,8,0.4,2,8,0.4,1,6,0.3,1,6,0.3,1,12,0.6,3,14,0.7,3
S03385,Addition,0,8,0.4,1,12,0.6,3,18,0.9,4,12,0.6,3,8,0.4,1,14,0.7,3,16,0.8,3,8,0.4,2
S03049,Addition,0,0,0.0,0,16,0.8,3,10,0.5,2,8,0.4,1,10,0.5,2,14,0.7,3,12,0.6,3,16,0.8,4
S01254,Addition,0,8,0.4,2,18,0.9,4,14,0.7,3,14,0.7,3,16,0.8,4,12,0.6,3,16,0.8,4,14,0.7,3
S05484,Multiplication,4,12,0.6,3,8,0.4,2,18,0.9,4,10,0.5,2,4,0.2,1,8,0.4,2,8,0.4,2,10,0.5,2
S01686,Division,2,12,0.6,2,6,0.3,1,6,0.3,1,14,0.7,2,10,0.5,2,8,0.4,2,16,0.8,4,6,0.3,1
S00643,Addition,0,8,0.4,2,16,0.8,3,8,0.4,2,16,0.8,3,16,0.8,4,20,1.0,5,12,0.6,3,20,1.0,5
S06388,Multiplication,4,8,0.4,2,8,0.4,2,4,0.2,1,4,0.2,1,0,0.0,0,12,0.6,3,0,0.0,0,4,0.2,1
S00561,Addition,0,4,0.2,1,12,0.6,3,12,0.6,2,16,0.8,3,12,0.6,3,10,0.5,2,8,0.4,2,16,0.8,4
S05918,Subtraction,7,4,0.2,1,12,0.6,3,16,0.8,4,10,0.5,2,10,0.5,2,14,0.7,3,12,0.6,3,4,0.2,1
S03015,Fraction to Decimal,3,12,0.6,3,6,0.3,1,12,0.6,2,4,0.2,1,14,0.7,3,20,1.0,5,16,0.8,4,18,0.9,4
S04872,Simplifying Fractions,6,14,0.7,2,16,0.8,4,12,0.6,3,14,0.7,3,12,0.6,3,12,0.6,3,8,0.4,2,12,0.6,3
S02726,Fraction to Decimal,3,12,0.6,3,14,0.7,3,16,0.8,4,4,0.2,1,18,0.9,4,16,0.8,3,16,0.8,4,6,0.3,1
S02091,Comparing Fractions,1,8,0.4,1,2,0.1,0,8,0.4,2,16,0.8,4,6,0.3,1,2,0.1,0,12,0.6,3,8,0.4,1
S00122,Subtraction,7,12,0.6,2,6,0.3,1,16,0.8,4,18,0.9,4,14,0.7,3,12,0.6,2,10,0.5,2,2,0.1,0
S02122,Fraction to Decimal,3,14,0.7,3,12,0.6,3,10,0.5,1,4,0.2,0,6,0.3,1,14,0.7,3,16,0.8,4,10,0.5,1
S05290,Subtraction,7,10,0.5,2,8,0.4,2,10,0.5,2,8,0.4,2,14,0.7,3,20,1.0,5,8,0.4,2,4,0.2,1
S04249,Ordering Fractions,5,18,0.9,4,12,0.6,3,12,0.6,3,6,0.3,1,14,0.7,3,2,0.1,0,8,0.4,2,12,0.6,2
S05119,Subtraction,7,14,0.7,3,6,0.3,1,20,1.0,5,12,0.6,3,8,0.4,2,12,0.6,3,4,0.2,1,0,0.0,0
S04423,Ordering Fractions,5,10,0.5,2,8,0.4,2,16,0.8,3,10,0.5,2,14,0.7,3,6,0.3,1,8,0.4,2,8,0.4,1
S04345,Comparing Fractions,1,10,0.5,2,4,0.2,0,14,0.7,3,6,0.3,0,14,0.7,3,10,0.5,2,10,0.5,1,12,0.6,2
S06155,Subtraction,7,16,0.8,4,12,0.6,3,4,0.2,1,4,0.2,1,8,0.4,2,12,0.6,3,0,0.0,0,0,0.0,0
S02673,Ordering Fractions,5,6,0.3,1,10,0.5,2,8,0.4,2,8,0.4,1,16,0.8,4,4,0.2,1,16,0.8,4,12,0.6,2
S02308,Ordering Fractions,5,10,0.5,2,12,0.6,3,10,0.5,2,8,0.4,1,12,0.6,3,6,0.3,1,14,0.7,3,12,0.6,3
S05742,Ordering Fractions,5,12,0.6,3,16,0.8,4,8,0.4,2,8,0.4,2,12,0.6,3,8,0.4,2,16,0.8,4,16,0.8,4
S04089,Subtraction,7,6,0.3,1,10,0.5,2,12,0.6,2,10,0.5,2,6,0.3,1,12,0.6,3,4,0.2,0,2,0.1,0
S01485,Comparing Fractions,1,18,0.9,4,6,0.3,1,16,0.8,4,6,0.3,1,12,0.6,3,18,0.9,4,16,0.8,4,16,0.8,4
S00864,Ordering Fractions,5,14,0.7,3,10,0.5,2,16,0.8,3,14,0.7,3,16,0.8,4,6,0.3,1,14,0.7,3,10,0.5,2
S01696,Multiplication,4,16,0.8,4,12,0.6,3,14,0.7,3,16,0.8,4,8,0.4,2,10,0.5,2,10,0.5,2,12,0.6,3
S01470,Fraction to Decimal,3,10,0.5,2,8,0.4,2,8,0.4,0,0,0.0,0,10,0.5,2,16,0.8,4,14,0.7,3,10,0.5,2
S02480,Multiplication,4,10,0.5,2,10,0.5,2,16,0.8,4,8,0.4,2,6,0.3,1,12,0.6,3,8,0.4,2,12,0.6,3
S05100,Fraction to Decimal,3,10,0.5,2,20,1.0,5,4,0.2,1,4,0.2,1,8,0.4,2,16,0.8,4,14,0.7,3,4,0.2,1
S05225,Addition,0,4,0.2,1,6,0.3,1,14,0.7,3,12,0.6,3,4,0.2,1,4,0.2,1,8,0.4,2,12,0.6,3
S05658,Division,2,14,0.7,3,12,0.6,3,0,0.0,0,20,1.0,5,12,0.6,3,14,0.7,3,8,0.4,2,20,1.0,5
S03659,Fraction to Decimal,3,8,0.4,2,10,0.5,2,8,0.4,1,2,0.1,0,12,0.6,2,16,0.8,4,6,0.3,1,6,0.3,1
S03314,Ordering Fractions,5,8,0.4,2,18,0.9,4,8,0.4,2,10,0.5,2,16,0.8,4,6,0.3,1,12,0.6,2,12,0.6,3
S00803,Fraction to Decimal,3,8,0.4,1,6,0.3,1,18,0.9,4,6,0.3,0,14,0.7,3,8,0.4,1,10,0.5,2,8,0.4,1
S05005,Comparing Fractions,1,8,0.4,2,0,0.0,0,4,0.2,1,8,0.4,2,4,0.2,1,16,0.8,4,18,0.9,4,16,0.8,4
S00923,Addition,0,6,0.3,1,10,0.5,1,12,0.6,3,8,0.4,2,14,0.7,2,8,0.4,2,10,0.5,2,10,0.5,2
S01057,Addition,0,8,0.4,2,8,0.4,1,12,0.6,3,14,0.7,3,12,0.6,2,16,0.8,4,12,0.6,3,10,0.5,2
S04677,Multiplication,4,14,0.7,3,10,0.5,2,16,0.8,4,14,0.7,3,8,0.4,2,10,0.5,2,12,0.6,3,12,0.6,3
S04372,Simplifying Fractions,6,6,0.3,1,12,0.6,3,8,0.4,2,10,0.5,2,12,0.6,2,10,0.5,2,4,0.2,1,8,0.4,1
S02647,Fraction to Decimal,3,10,0.5,2,18,0.9,4,6,0.3,0,4,0.2,0,16,0.8,4,8,0.4,1,6,0.3,1,12,0.6,2
S00676,Fraction to Decimal,3,14,0.7,2,18,0.9,4,8,0.4,1,6,0.3,1,14,0.7,3,20,1.0,5,16,0.8,4,20,1.0,5
S04722,Ordering Fractions,5,10,0.5,2,6,0.3,1,12,0.6,3,10,0.5,2,2,0.1,0,2,0.1,0,4,0.2,0,4,0.2,1
S01327,Ordering Fractions,5,18,0.9,4,20,1.0,5,10,0.5,2,10,0.5,2,12,0.6,3,6,0.3,1,16,0.8,4,12,0.6,2
S04781,Ordering Fractions,5,14,0.7,3,10,0.5,2,14,0.7,3,8,0.4,1,10,0.5,2,8,0.4,1,8,0.4,1,12,0.6,3
S03325,Multiplication,4,12,0.6,2,16,0.8,4,10,0.5,2,12,0.6,3,6,0.3,0,6,0.3,1,14,0.7,3,12,0.6,3
S06201,Division,2,8,0.4,2,16,0.8,4,0,0.0,0,12,0.6,3,16,0.8,4,16,0.8,4,12,0.6,3,16,0.8,4
S03243,Fraction to Decimal,3,6,0.3,1,10,0.5,2,6,0.3,1,2,0.1,0,16,0.8,4,14,0.7,3,8,0.4,1,16,0.8,4
S02745,Comparing Fractions,1,14,0.7,3,4,0.2,1,14,0.7,3,12,0.6,3,14,0.7,3,10,0.5,2,14,0.7,3,8,0.4,1
S03069,Multiplication,4,10,0.5,2,10,0.5,2,10,0.5,2,10,0.5,2,4,0.2,0,18,0.9,4,14,0.7,3,10,0.5,2
S04379,Ordering Fractions,5,12,0.6,2,18,0.9,4,12,0.6,3,8,0.4,1,8,0.4,2,4,0.2,1,10,0.5,2,16,0.8,4
S06090,Addition,0,4,0.2,1,8,0.4,2,4,0.2,1,12,0.6,3,12,0.6,3,12,0.6,3,8,0.4,2,12,0.6,3
S02315,Multiplication,4,12,0.6,2,10,0.5,2,12,0.6,3,18,0.9,4,8,0.4,2,10,0.5,2,14,0.7,2,18,0.9,4
S03019,Addition,0,8,0.4,0,14,0.7,3,16,0.8,4,10,0.5,2,20,1.0,5,16,0.8,4,18,0.9,4,16,0.8,4
S05519,Simplifying Fractions,6,18,0.9,4,8,0.4,2,14,0.7,3,16,0.8,4,8,0.4,2,8,0.4,2,2,0.1,0,18,0.9,4
S03575,Multiplication,4,10,0.5,2,16,0.8,4,16,0.8,4,18,0.9,4,6,0.3,1,18,0.9,4,12,0.6,2,12,0.6,3
S04932,Fraction to Decimal,3,14,0.7,3,8,0.4,2,10,0.5,2,4,0.2,1,12,0.6,3,8,0.4,1,16,0.8,4,8,0.4,2
S02897,Subtraction,7,12,0.6,3,12,0.6,3,20,1.0,5,12,0.6,2,14,0.7,3,12,0.6,2,14,0.7,3,4,0.2,1
S05266,Division,2,4,0.2,1,8,0.4,2,2,0.1,0,4,0.2,1,6,0.3,1,8,0.4,2,8,0.4,2,4,0.2,1
S04593,Multiplication,4,10,0.5,2,18,0.9,4,8,0.4,0,14,0.7,2,6,0.3,1,14,0.7,3,10,0.5,2,14,0.7,2
S04881,Comparing Fractions,1,14,0.7,3,8,0.4,1,16,0.8,4,14,0.7,3,16,0.8,4,12,0.6,3,18,0.9,4,14,0.7,2
S00650,Subtraction,7,20,1.0,5,12,0.6,3,18,0.9,4,14,0.7,3,16,0.8,4,16,0.8,4,18,0.9,4,8,0.4,2
S00763,Subtraction,7,14,0.7,3,8,0.4,1,14,0.7,3,18,0.9,4,12,0.6,3,16,0.8,4,18,0.9,4,6,0.3,1
S03108,Ordering Fractions,5,6,0.3,1,6,0.3,1,8,0.4,2,12,0.6,2,8,0.4,2,6,0.3,0,12,0.6,3,12,0.6,2
S02731,Multiplication,4,16,0.8,3,8,0.4,2,10,0.5,2,10,0.5,2,6,0.3,1,8,0.4,1,10,0.5,2,20,1.0,5
S04885,Fraction to Decimal,3,12,0.6,3,14,0.7,2,16,0.8,4,6,0.3,1,10,0.5,2,12,0.6,2,6,0.3,1,8,0.4,2
S01364,Subtraction,7,14,0.7,3,14,0.7,3,8,0.4,1,14,0.7,3,14,0.7,3,16,0.8,4,14,0.7,3,8,0.4,1
S05624,Simplifying Fractions,6,10,0.5,2,20,1.0,5,16,0.8,4,10,0.5,2,14,0.7,3,12,0.6,3,2,0.1,0,8,0.4,2
S05735,Fraction to Decimal,3,14,0.7,3,8,0.4,2,20,1.0,5,0,0.0,0,20,1.0,5,12,0.6,3,8,0.4,2,6,0.3,1
S02037,Multiplication,4,8,0.4,1,12,0.6,3,12,0.6,2,10,0.5,1,8,0.4,2,10,0.5,2,16,0.8,4,20,1.0,5
S02094,Fraction to Decimal,3,20,1.0,5,16,0.8,4,12,0.6,2,6,0.3,0,8,0.4,1,10,0.5,2,14,0.7,3,16,0.8,4
S02415,Simplifying Fractions,6,10,0.5,2,10,0.5,2,10,0.5,2,16,0.8,4,14,0.7,3,14,0.7,3,8,0.4,1,10,0.5,1
S00215,Comparing Fractions,1,18,0.9,4,10,0.5,2,10,0.5,1,20,1.0,5,14,0.7,3,14,0.7,2,20,1.0,5,18,0.9,4
S01067,Division,2,12,0.6,3,6,0.3,0,2,0.1,0,12,0.6,3,18,0.9,4,8,0.4,1,12,0.6,2,8,0.4,2
S05008,Subtraction,7,4,0.2,1,20,1.0,5,12,0.6,3,12,0.6,3,20,1.0,5,16,0.8,4,12,0.6,3,4,0.2,1
S05347,Division,2,20,1.0,5,12,0.6,3,4,0.2,1,18,0.9,4,14,0.7,3,6,0.3,1,20,1.0,5,10,0.5,2
S00991,Division,2,10,0.5,2,12,0.6,3,6,0.3,1,14,0.7,3,16,0.8,3,10,0.5,2,14,0.7,3,8,0.4,2
S05614,Multiplication,4,8,0.4,2,6,0.3,1,10,0.5,2,8,0.4,2,4,0.2,1,12,0.6,3,12,0.6,3,6,0.3,1
S03362,Addition,0,8,0.4,2,12,0.6,3,12,0.6,3,8,0.4,2,20,1.0,5,16,0.8,4,10,0.5,2,14,0.7,3
S03159,Division,2,8,0.4,1,14,0.7,3,4,0.2,1,6,0.3,1,12,0.6,3,12,0.6,2,10,0.5,2,8,0.4,1
S03018,Addition,0,6,0.3,1,18,0.9,4,18,0.9,4,8,0.4,2,10,0.5,2,20,1.0,5,10,0.5,2,16,0.8,4
S01136,Multiplication,4,14,0.7,3,18,0.9,4,14,0.7,3,16,0.8,4,0,0.0,0,14,0.7,3,14,0.7,3,16,0.8,3
S02764,Addition,0,4,0.2,1,8,0.4,2,16,0.8,3,12,0.6,3,16,0.8,3,8,0.4,1,16,0.8,4,16,0.8,4
S00622,Simplifying Fractions,6,8,0.4,1,14,0.7,3,8,0.4,1,10,0.5,2,10,0.5,2,18,0.9,4,6,0.3,1,18,0.9,4
S03599,Simplifying Fractions,6,20,1.0,5,16,0.8,4,12,0.6,3,16,0.8,4,10,0.5,2,16,0.8,3,8,0.4,1,16,0.8,4
S00297,Subtraction,7,12,0.6,3,14,0.7,3,12,0.6,2,18,0.9,4,14,0.7,3,16,0.8,4,16,0.8,3,10,0.5,2
S05035,Addition,0,8,0.4,2,16,0.8,4,8,0.4,2,20,1.0,5,12,0.6,3,16,0.8,4,14,0.7,3,16,0.8,4
S05572,Fraction to Decimal,3,12,0.6,3,12,0.6,3,8,0.4,2,8,0.4,2,16,0.8,4,12,0.6,3,8,0.4,2,20,1.0,5
S06181,Addition,0,4,0.2,1,4,0.2,1,8,0.4,2,8,0.4,2,4,0.2,1,4,0.2,1,12,0.6,3,8,0.4,2
S02013,Comparing Fractions,1,10,0.5,2,6,0.3,1,6,0.3,1,10,0.5,2,8,0.4,2,8,0.4,1,14,0.7,3,8,0.4,2
S04756,Comparing Fractions,1,20,1.0,5,8,0.4,1,16,0.8,4,14,0.7,3,16,0.8,4,20,1.0,5,16,0.8,4,14,0.7,3
S01668,Multiplication,4,18,0.9,4,16,0.8,4,10,0.5,2,10,0.5,2,2,0.1,0,10,0.5,2,16,0.8,4,12,0.6,3
S01794,Ordering Fractions,5,10,0.5,2,10,0.5,2,8,0.4,2,10,0.5,2,14,0.7,3,6,0.3,1,12,0.6,3,12,0.6,2
S03030,Ordering Fractions,5,18,0.9,4,14,0.7,3,8,0.4,1,4,0.2,1,14,0.7,3,2,0.1,0,16,0.8,4,8,0.4,2
S02084,Comparing Fractions,1,16,0.8,4,6,0.3,1,10,0.5,2,16,0.8,4,10,0.5,2,16,0.8,3,20,1.0,5,10,0.5,2
S03783,Addition,0,8,0.4,2,12,0.6,3,20,1.0,5,14,0.7,3,8,0.4,1,18,0.9,4,16,0.8,3,16,0.8,4
S02761,Fraction to Decimal,3,12,0.6,3,14,0.7,3,12,0.6,3,4,0.2,1,14,0.7,3,14,0.7,3,20,1.0,5,16,0.8,4
S02508,Subtraction,7,20,1.0,5,12,0.6,3,10,0.5,1,8,0.4,1,10,0.5,2,8,0.4,1,10,0.5,2,6,0.3,1
S05626,Ordering Fractions,5,10,0.5,2,4,0.2,1,10,0.5,2,6,0.3,1,14,0.7,3,4,0.2,1,8,0.4,2,4,0.2,1
S05832,Multiplication,4,12,0.6,3,14,0.7,3,12,0.6,3,18,0.9,4,0,0.0,0,14,0.7,3,18,0.9,4,14,0.7,3
S01646,Ordering Fractions,5,10,0.5,2,14,0.7,3,16,0.8,3,16,0.8,4,16,0.8,4,6,0.3,1,20,1.0,5,12,0.6,2
S06331,Fraction to Decimal,3,16,0.8,4,12,0.6,3,8,0.4,2,8,0.4,2,20,1.0,5,8,0.4,2,8,0.4,2,16,0.8,4
S03017,Subtraction,7,10,0.5,2,18,0.9,4,12,0.6,3,12,0.6,2,14,0.7,3,18,0.9,4,12,0.6,3,8,0.4,1
S06000,Simplifying Fractions,6,20,1.0,5,12,0.6,3,12,0.6,3,16,0.8,4,8,0.4,2,12,0.6,3,2,0.1,0,18,0.9,4
S01035,Simplifying Fractions,6,8,0.4,1,12,0.6,2,12,0.6,2,16,0.8,4,10,0.5,2,12,0.6,3,4,0.2,1,16,0.8,3
S01833,Ordering Fractions,5,16,0.8,3,12,0.6,3,20,1.0,5,8,0.4,2,14,0.7,3,6,0.3,1,8,0.4,2,14,0.7,3
S01097,Fraction to Decimal,3,16,0.8,4,12,0.6,2,4,0.2,1,0,0.0,0,10,0.5,2,6,0.3,1,6,0.3,1,8,0.4,1
S00792,Addition,0,4,0.2,0,14,0.7,3,6,0.3,1,8,0.4,1,8,0.4,2,16,0.8,4,10,0.5,2,12,0.6,3
S04974,Addition,0,6,0.3,1,10,0.5,1,10,0.5,1,10,0.5,2,10,0.5,2,8,0.4,2,18,0.9,4,10,0.5,2
S04415,Subtraction,7,18,0.9,4,14,0.7,3,16,0.8,4,8,0.4,2,12,0.6,2,20,1.0,5,10,0.5,1,0,0.0,0
S00941,Ordering Fractions,5,20,1.0,5,12,0.6,3,14,0.7,3,10,0.5,2,10,0.5,2,10,0.5,1,12,0.6,3,14,0.7,3
S03167,Addition,0,8,0.4,2,16,0.8,4,12,0.6,3,14,0.7,3,10,0.5,2,14,0.7,3,10,0.5,2,10,0.5,1
S03655,Multiplication,4,12,0.6,3,14,0.7,3,8,0.4,2,14,0.7,3,4,0.2,1,14,0.7,3,8,0.4,2,18,0.9,4
S01570,Multiplication,4,12,0.6,3,16,0.8,3,20,1.0,5,12,0.6,2,10,0.5,2,20,1.0,5,16,0.8,4,12,0.6,2
S05026,Fraction to Decimal,3,12,0.6,3,12,0.6,3,10,0.5,2,0,0.0,0,6,0.3,1,6,0.3,1,14,0.7,3,14,0.7,3
S04251,Division,2,20,1.0,5,16,0.8,4,8,0.4,1,12,0.6,3,18,0.9,4,18,0.9,4,14,0.7,3,10,0.5,2
S05041,Ordering Fractions,5,14,0.7,3,14,0.7,3,20,1.0,5,4,0.2,1,10,0.5,2,4,0.2,1,4,0.2,1,16,0.8,4
S04836,Subtraction,7,14,0.7,3,14,0.7,3,6,0.3,1,8,0.4,2,14,0.7,3,8,0.4,1,12,0.6,3,4,0.2,0
S02274,Multiplication,4,16,0.8,4,8,0.4,2,20,1.0,5,16,0.8,4,6,0.3,1,12,0.6,3,14,0.7,3,16,0.8,4
S03977,Subtraction,7,14,0.7,3,16,0.8,4,10,0.5,2,18,0.9,4,12,0.6,2,14,0.7,3,12,0.6,3,10,0.5,2
S01782,Division,2,18,0.9,4,16,0.8,4,6,0.3,1,8,0.4,0,14,0.7,3,12,0.6,3,10,0.5,2,16,0.8,3
S04708,Ordering Fractions,5,16,0.8,4,12,0.6,3,12,0.6,3,16,0.8,4,16,0.8,4,8,0.4,2,16,0.8,4,12,0.6,2
S02676,Division,2,16,0.8,4,12,0.6,3,4,0.2,0,8,0.4,2,12,0.6,2,10,0.5,2,4,0.2,1,8,0.4,2
S02815,Ordering Fractions,5,14,0.7,3,10,0.5,2,18,0.9,4,14,0.7,3,14,0.7,3,4,0.2,1,8,0.4,2,8,0.4,2
S05657,Subtraction,7,10,0.5,2,16,0.8,4,16,0.8,4,12,0.6,3,12,0.6,3,10,0.5,2,12,0.6,3,8,0.4,2
S02458,Division,2,10,0.5,2,16,0.8,4,6,0.3,0,8,0.4,2,12,0.6,2,12,0.6,3,14,0.7,3,16,0.8,4
S01837,Fraction to Decimal,3,10,0.5,2,8,0.4,1,18,0.9,4,2,0.1,0,14,0.7,3,8,0.4,2,8,0.4,2,6,0.3,1
S01149,Fraction to Decimal,3,6,0.3,1,12,0.6,3,14,0.7,3,4,0.2,1,18,0.9,4,14,0.7,3,8,0.4,1,8,0.4,2
S04216,Comparing Fractions,1,10,0.5,2,6,0.3,0,14,0.7,3,8,0.4,1,10,0.5,2,10,0.5,2,10,0.5,2,12,0.6,3
S05557,Fraction to Decimal,3,12,0.6,3,8,0.4,2,8,0.4,2,0,0.0,0,8,0.4,2,4,0.2,1,18,0.9,4,12,0.6,3
S03242,Ordering Fractions,5,16,0.8,4,12,0.6,3,12,0.6,3,14,0.7,3,12,0.6,3,6,0.3,1,12,0.6,3,12,0.6,3
S01804,Addition,0,6,0.3,0,16,0.8,4,16,0.8,4,14,0.7,3,20,1.0,5,14,0.7,3,10,0.5,2,14,0.7,3
S02572,Addition,0,8,0.4,2,14,0.7,3,10,0.5,2,12,0.6,3,20,1.0,5,10,0.5,2,14,0.7,2,8,0.4,1
S05965,Subtraction,7,12,0.6,3,8,0.4,2,4,0.2,1,12,0.6,3,4,0.2,1,12,0.6,3,12,0.6,3,0,0.0,0
S04985,Simplifying Fractions,6,6,0.3,1,6,0.3,1,10,0.5,2,14,0.7,3,8,0.4,2,10,0.5,2,4,0.2,0,16,0.8,3
S04707,Addition,0,12,0.6,3,12,0.6,3,14,0.7,3,12,0.6,2,18,0.9,4,18,0.9,4,18,0.9,4,14,0.7,3
S02198,Multiplication,4,20,1.0,5,8,0.4,2,10,0.5,2,14,0.7,3,4,0.2,1,10,0.5,2,16,0.8,3,16,0.8,4
S00041,Subtraction,7,14,0.7,3,10,0.5,2,16,0.8,4,18,0.9,4,16,0.8,4,10,0.5,2,10,0.5,2,6,0.3,0
S02444,Ordering Fractions,5,20,1.0,5,20,1.0,5,14,0.7,3,20,1.0,5,6,0.3,1,4,0.2,1,20,1.0,5,14,0.7,2
S05623,Multiplication,4,10,0.5,2,6,0.3,1,14,0.7,3,20,1.0,5,4,0.2,1,8,0.4,2,18,0.9,4,16,0.8,4
S02645,Fraction to Decimal,3,12,0.6,2,14,0.7,3,18,0.9,4,4,0.2,1,6,0.3,1,10,0.5,2,14,0.7,3,20,1.0,5
S00290,Fraction to Decimal,3,20,1.0,5,10,0.5,2,18,0.9,4,8,0.4,2,14,0.7,3,16,0.8,4,20,1.0,5,12,0.6,3
